Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
52,Female,Master's,Single,116102,686,,Business,Self-employed,17,Fair,0.315123913,48208,1,East Levi,UT,Timor-Leste,4,1,Low
59,Male,PhD,Married,30511,643,11574,Home,Self-employed,2,Good,0.16189538,48476,3,Wrightfurt,CO,Nepal,2,2,Low
51,Non-binary,High School,Divorced,22966,680,16220,Home,Self-employed,4,Fair,0.588902962,272497,2,Christopherbury,VI,Tanzania,2,0,Low
54,Non-binary,PhD,Divorced,24454,700,,Home,Employed,6,Poor,0.272561776,206548,,Wadeshire,CA,United Arab Emirates,3,0,Low
67,Female,Bachelor's,Single,68330,741,18473,Home,Unemployed,13,Fair,0.182683509,276021,2,Johnstonchester,NM,Pakistan,3,2,Low
61,Non-binary,Master's,Married,66779,758,12224,Home,Employed,4,Poor,0.166936447,293439,4,New Douglas,PW,Macao,,0,High
40,Female,PhD,Single,50785,675,14584,Auto,Self-employed,4,Excellent,0.111106043,201731,0,Mooreport,AK,Guinea,4,1,High
67,Non-binary,PhD,Divorced,117384,768,43310,Personal,Self-employed,14,Fair,0.230249555,193887,,East Eileen,CT,Angola,0,1,High
33,Non-binary,Bachelor's,Single,106994,727,26924,Personal,Self-employed,16,Good,0.461401876,294932,0,Andersonfurt,MO,Bulgaria,3,0,Low
62,Non-binary,Bachelor's,Single,81710,722,18018,Auto,Unemployed,16,Fair,0.228687564,21583,4,Lake Michael,OR,Cuba,3,0,Low
30,Female,PhD,Divorced,111005,731,34657,Personal,Employed,6,Excellent,0.156844266,72186,2,Myersfort,LA,Bouvet Island (Bouvetoya),3,1,Low
34,Female,Bachelor's,Divorced,110073,662,16416,Auto,Unemployed,10,Fair,0.169338169,111987,0,New Michael,VA,Barbados,,1,Low
50,Male,Master's,Divorced,78051,,27463,Business,Employed,3,Excellent,0.446544934,286710,,South Tammy,UT,Turkey,0,0,Low
39,Non-binary,Master's,Widowed,110197,642,13407,Business,Employed,13,Good,0.514386805,249792,0,Paulberg,RI,Romania,0,1,Low
59,Male,Bachelor's,Married,110444,726,,Auto,Self-employed,6,Fair,0.496959593,,0,Lake Nicole,NH,Central African Republic,2,2,Low
47,Non-binary,PhD,Married,48892,623,42009,Auto,Unemployed,5,Fair,0.481389334,199557,1,South Sharon,IL,Finland,4,1,Low
43,Female,Master's,Divorced,95400,768,44512,Auto,Unemployed,19,Fair,0.1454004,125061,1,New Michael,MD,Indonesia,2,2,Low
46,Female,Master's,Widowed,108271,604,29454,Business,Employed,7,Good,0.563960886,212570,0,East Katherine,TN,Zambia,4,1,Low
62,Male,PhD,Married,102805,735,34741,Personal,Unemployed,15,Good,0.592882189,132461,4,Port Rebeccaville,MD,Iceland,4,0,Low
62,Female,High School,Married,45367,,49500,Personal,Employed,11,Good,0.507975249,38681,0,Valeriechester,NE,Armenia,2,2,Low
42,Male,PhD,Married,37745,,22859,Personal,Unemployed,16,Poor,0.106142336,80013,4,East Zacharyville,TX,British Indian Ocean Territory (Chagos Archipelago),,0,Low
27,Non-binary,PhD,Divorced,54019,738,,Business,Employed,4,Good,0.320158038,130143,4,Andersonfort,HI,France,3,2,Low
29,Male,Bachelor's,Divorced,87857,665,39679,Business,Unemployed,12,Excellent,0.441831161,231160,1,Mariahburgh,ID,Cote d'Ivoire,,0,Low
40,Female,PhD,Widowed,,644,23180,Personal,Self-employed,1,Excellent,0.27314247,74170,4,North Ian,WA,Eritrea,1,0,Low
19,Male,High School,Divorced,92855,615,46036,Personal,Employed,11,Good,0.246012658,152805,2,West Brentburgh,DC,Liberia,4,2,Low
48,Male,Bachelor's,Married,56790,744,11069,Business,Unemployed,12,Good,0.103322448,91957,3,Port Johnshire,PW,Nicaragua,0,2,Low
53,Male,High School,Divorced,81877,691,32324,Auto,Employed,0,Fair,0.15481121,,,West Ryan,MI,Vanuatu,3,1,Low
51,Non-binary,PhD,Married,,630,20738,Business,Employed,13,Excellent,0.259367153,182356,2,East Angie,PW,Austria,0,2,Low
67,Female,Master's,Single,66576,651,28129,Business,Self-employed,16,Poor,0.336273548,253493,0,Lake Aaronshire,WA,Uzbekistan,3,0,High
18,Male,Master's,Single,95876,797,21839,Home,Employed,6,Excellent,0.147536991,64401,1,Port Michael,VT,Equatorial Guinea,,1,Low
64,Non-binary,Bachelor's,Married,108762,724,21553,Home,Employed,17,Fair,0.587845065,149028,3,South Brian,IL,Luxembourg,3,1,High
29,Female,Master's,Widowed,76422,,14701,Auto,Employed,18,Excellent,0.336128042,,0,North Larry,PW,Yemen,3,0,Low
59,Male,Bachelor's,Single,59950,796,,Auto,Employed,11,Good,0.106250831,,2,New Jacquelinehaven,AL,Somalia,1,1,Low
24,Non-binary,Bachelor's,Married,94714,779,12184,Personal,Unemployed,3,Excellent,0.357802854,297324,2,South Christopher,UT,Nepal,1,0,Low
53,Non-binary,High School,Widowed,90043,643,25773,Business,Employed,11,Good,0.29983784,,2,South Valeriechester,PA,Indonesia,2,1,Low
65,Non-binary,High School,Single,54593,628,49092,Auto,Self-employed,0,Good,0.41557777,155171,2,Alexanderbury,MP,Papua New Guinea,1,0,Low
48,Male,Master's,Divorced,116665,787,12157,Personal,Unemployed,3,Good,0.445538131,21333,1,North Shannonmouth,MS,San Marino,1,0,Low
48,Female,PhD,Married,,691,27307,Home,Self-employed,14,Good,0.121820622,178877,4,Adrianfurt,LA,Serbia,4,0,Low
51,Non-binary,Master's,Widowed,90561,659,5141,Auto,Unemployed,7,Excellent,0.152168792,33050,3,Baldwinbury,NH,Fiji,,2,High
35,Non-binary,Bachelor's,Widowed,,606,42141,Personal,Self-employed,1,Excellent,0.512939801,143365,3,North Toni,PA,Falkland Islands (Malvinas),1,1,Low
55,Non-binary,Master's,Divorced,104192,741,38688,Auto,Employed,2,Poor,0.559545823,158706,4,Robertstown,MT,Australia,,0,Low
32,Female,High School,Married,78479,701,17549,Home,Employed,15,Excellent,0.128213466,269377,3,South Alejandro,CO,Togo,,2,Low
59,Female,PhD,Single,,659,17748,Personal,Employed,1,Excellent,0.506210232,213258,1,Tracytown,SC,Saudi Arabia,3,1,Low
56,Male,Master's,Married,65101,614,,Business,Self-employed,17,Poor,0.369826733,120760,2,Fosterhaven,HI,Egypt,3,2,Low
46,Non-binary,High School,Divorced,107242,613,10917,Auto,Employed,17,Good,0.240309766,129237,3,Matthewshire,MO,Peru,2,2,Low
46,Non-binary,PhD,Married,,749,14094,Personal,Unemployed,17,Good,0.481995837,,,Charlesbury,NJ,Tonga,4,1,Low
25,Non-binary,Bachelor's,Widowed,,763,10963,Home,Unemployed,10,Poor,0.158429127,56506,3,Grahamshire,TN,Cambodia,3,0,Low
66,Male,Bachelor's,Widowed,38423,790,8534,Business,Employed,16,Good,0.385555667,231882,2,Parkerfort,ME,Sao Tome and Principe,0,2,Low
28,Non-binary,Master's,Single,68001,690,23940,Business,Unemployed,15,Good,0.29210826,191836,4,North Ernest,TX,Isle of Man,4,2,High
65,Male,Bachelor's,Single,21195,753,,Personal,Self-employed,2,Excellent,0.432256091,22528,3,New Davidberg,CT,Vanuatu,3,0,Low
45,Male,Master's,Married,110203,639,31269,Auto,Self-employed,17,Fair,0.2819374,237232,,Waltersshire,MT,Cote d'Ivoire,1,1,Low
63,Male,Master's,Married,66996,675,31457,Auto,Unemployed,1,Poor,0.127056973,,4,Cynthiafort,VT,United States Minor Outlying Islands,3,2,Low
67,Non-binary,Bachelor's,Married,58664,652,9748,Business,Employed,8,Fair,0.407569619,281653,2,Charleschester,SC,Senegal,,2,Low
25,Male,High School,Married,92231,672,,Personal,Self-employed,2,Good,0.506064044,180522,4,Charlesstad,MN,Vanuatu,0,0,Low
65,Male,Bachelor's,Widowed,98314,625,27295,Auto,Employed,3,Excellent,0.455985401,292546,3,North Ronaldfort,SC,Serbia,2,1,High
65,Male,Bachelor's,Divorced,42887,677,27628,Business,Self-employed,14,Fair,0.13517621,218768,,Michaelhaven,FL,Cuba,2,0,High
66,Non-binary,PhD,Married,111544,748,22812,Home,Self-employed,7,Fair,0.55140403,281631,3,Hernandezchester,OH,Malawi,0,0,Low
42,Male,Master's,Single,113528,648,29365,Auto,Self-employed,18,Excellent,0.452257264,,,Cooperchester,WY,Western Sahara,1,1,Low
24,Non-binary,PhD,Single,26421,688,,Business,Unemployed,15,Good,0.232940657,235915,3,East Ryanborough,MA,Ecuador,,0,Low
66,Female,Master's,Single,33107,794,13463,Business,Self-employed,16,Fair,0.212985165,24387,4,East Dan,ID,Saint Martin,0,0,Low
34,Female,PhD,Divorced,22703,665,31274,Auto,Self-employed,11,Excellent,0.417962284,103999,0,New Kiara,CA,Oman,4,0,High
28,Female,Bachelor's,Single,,,26313,Auto,Employed,5,Excellent,0.395178294,143358,2,Dianaport,TN,Comoros,1,0,Low
41,Female,Bachelor's,Single,76251,,46890,Business,Employed,19,Excellent,0.471315065,172640,3,Heatherside,NJ,Samoa,0,2,Low
55,Non-binary,High School,Married,,630,43060,Home,Unemployed,10,Good,0.29048368,201544,2,Jimenezstad,VI,Armenia,1,1,Low
42,Male,Master's,Single,57462,,,Home,Self-employed,11,Good,0.505555684,,4,North Barbarahaven,MN,Egypt,0,0,Low
52,Female,High School,Married,110179,749,42559,Personal,Self-employed,15,Fair,0.525626534,132745,2,North William,VI,Western Sahara,2,1,High
52,Male,High School,Divorced,90599,,27319,Business,Unemployed,14,Good,0.468090608,176205,1,Christophermouth,VT,Poland,4,2,Low
32,Non-binary,PhD,Widowed,,639,38116,Home,Unemployed,7,Poor,0.414080626,158540,1,New Samanthastad,NC,Hong Kong,1,0,High
28,Female,Bachelor's,Widowed,42030,665,15203,Auto,Self-employed,3,Fair,0.101513769,120645,4,Michaelchester,WA,Armenia,1,0,Low
51,Male,PhD,Married,104075,693,49212,Auto,Employed,10,Fair,0.297267127,45516,2,Walkermouth,NC,Palau,2,1,Low
58,Male,Bachelor's,Divorced,49482,729,19101,Auto,Unemployed,9,Poor,0.399701221,261115,,New Robertchester,UT,Thailand,2,0,Low
33,Male,Master's,Single,91980,668,20234,Home,Self-employed,19,Poor,0.247261083,182945,,Dawnbury,TX,Oman,3,1,Low
47,Female,Bachelor's,Divorced,29605,649,24539,Auto,Unemployed,1,Poor,0.432843017,,1,Mccoyhaven,DE,Antarctica (the territory South of 60 deg S),3,1,Low
29,Non-binary,PhD,Divorced,67361,,,Personal,Unemployed,10,Excellent,0.206683048,289761,4,Port Ashleyland,AK,Russian Federation,3,0,Low
66,Female,Bachelor's,Divorced,,,21664,Personal,Unemployed,8,Good,0.577642445,84324,4,Henrymouth,NJ,Micronesia,,1,Low
35,Non-binary,PhD,Single,69190,,46942,Home,Employed,1,Poor,0.4572276,250140,0,Bensonshire,PR,Ireland,,1,High
36,Male,Master's,Married,112302,793,12611,Business,Unemployed,9,Excellent,0.360279078,228333,1,West Peter,PR,Guyana,0,2,Low
59,Male,High School,Married,21316,682,13911,Personal,Unemployed,5,Good,0.168292444,80096,4,Port Hannah,NM,Tajikistan,2,0,Low
26,Male,PhD,Married,81336,644,24553,Business,Employed,12,Good,0.408051121,239452,2,Gonzalesstad,KS,Libyan Arab Jamahiriya,0,0,Low
32,Non-binary,Bachelor's,Married,,783,19968,Business,Employed,12,Good,0.234495424,221285,1,Jenniferburgh,CA,Myanmar,,1,High
32,Female,Master's,Widowed,94165,709,12136,Personal,Self-employed,10,Excellent,0.477534127,170005,1,Hunterview,CA,Kyrgyz Republic,3,0,High
42,Male,Bachelor's,Widowed,,617,38085,Business,Self-employed,16,Excellent,0.195263507,,,Susanton,DC,Saint Kitts and Nevis,,2,Low
67,Female,High School,Married,38300,716,29966,Auto,Unemployed,5,Excellent,0.18815423,264088,0,Lake Jasonside,RI,Sudan,4,1,Low
25,Non-binary,PhD,Divorced,52151,740,,Business,Unemployed,11,Excellent,0.255499109,142648,4,Port Robert,VI,Luxembourg,4,0,Low
27,Male,Master's,Divorced,,687,37065,Home,Unemployed,12,Good,0.109091139,222337,3,Port Sierra,NE,Saint Lucia,4,0,Low
46,Non-binary,Master's,Married,34003,748,8990,Personal,Self-employed,17,Poor,0.528900546,,3,Lake Sarahburgh,FL,Israel,,2,High
22,Non-binary,PhD,Divorced,42443,619,,Business,Unemployed,11,Fair,0.448861567,292891,0,West Chelsea,GA,Cook Islands,1,2,Low
29,Male,PhD,Married,49114,,31798,Personal,Self-employed,1,Good,0.333336967,42580,1,South Christianberg,DE,British Indian Ocean Territory (Chagos Archipelago),2,2,Low
50,Female,Master's,Divorced,48520,751,14121,Personal,Unemployed,16,Good,0.569415915,214041,3,Morenoborough,WA,Guinea,4,0,Low
19,Female,PhD,Divorced,60540,748,,Personal,Employed,17,Poor,0.139843506,283623,4,West Timothyton,PR,Turkmenistan,3,1,Low
51,Male,High School,Married,21783,686,31157,Personal,Unemployed,13,Good,0.226281878,22824,0,Shepardfurt,IN,Cape Verde,4,0,Low
26,Male,High School,Divorced,35076,616,33499,Personal,Employed,4,Fair,0.309894382,241425,0,North Angela,ID,Andorra,3,0,Low
55,Male,High School,Single,64713,762,16304,Business,Self-employed,11,Fair,0.526407919,244760,2,East Jacobfort,PR,Uganda,4,1,Low
41,Female,Bachelor's,Divorced,87501,674,,Business,Employed,6,Good,0.445721102,64751,1,East Harryshire,AS,Costa Rica,2,0,Low
49,Non-binary,High School,Single,20189,631,39012,Personal,Employed,9,Fair,0.116654205,,2,Birdfort,TX,Hong Kong,3,1,Low
20,Male,PhD,Single,67659,605,,Auto,Employed,14,Fair,0.56905251,130908,3,South Angela,HI,Australia,4,0,High
59,Female,High School,Single,,740,,Personal,Employed,16,Poor,0.563729162,62442,1,Port Tammie,AR,Christmas Island,2,0,Low
42,Female,High School,Married,56345,639,38065,Business,Unemployed,5,Fair,0.487271589,163286,2,New Mary,NM,Saint Pierre and Miquelon,0,0,Low
36,Female,High School,Single,38535,684,14348,Auto,Self-employed,18,Good,0.397689882,,,Chandlerland,HI,Iran,0,1,High
57,Female,PhD,Divorced,110979,,39842,Personal,Self-employed,12,Excellent,0.574544361,,2,New Renee,OR,Nauru,1,0,Low
19,Non-binary,PhD,Single,106687,712,,Personal,Unemployed,13,Poor,0.134314496,231256,2,North Frankside,FM,Jordan,0,2,Low
59,Female,PhD,Widowed,41711,766,44543,Business,Self-employed,1,Good,0.382859589,291507,3,New Derek,RI,Hong Kong,0,2,Low
43,Non-binary,PhD,Single,76982,773,13838,Business,Self-employed,9,Good,0.503690999,184426,0,Wrightburgh,GA,Poland,2,0,Low
40,Female,Master's,Married,,642,28915,Personal,Employed,17,Fair,0.482690117,275667,,South Justinside,DC,Barbados,2,1,Low
59,Male,PhD,Single,76332,720,43813,Home,Self-employed,3,Excellent,0.249117186,180807,1,West Markhaven,NY,Palestinian Territory,1,2,Low
43,Non-binary,PhD,Divorced,70969,694,23008,Personal,Employed,14,Fair,0.189713053,71616,,North Sandra,ID,Pitcairn Islands,,1,Low
32,Non-binary,Bachelor's,Married,22985,,23270,Personal,Unemployed,12,Fair,0.580230561,289770,,Cabrerashire,VA,British Virgin Islands,,1,Low
36,Non-binary,PhD,Widowed,119449,711,13482,Business,Unemployed,15,Fair,0.466426757,289477,0,West James,PW,Kuwait,0,1,Low
43,Non-binary,Bachelor's,Single,46547,654,,Business,Employed,10,Good,0.356267261,213920,0,South Daniel,NC,Fiji,4,1,Low
42,Female,Master's,Married,55326,652,,Business,Self-employed,6,Good,0.234362743,51087,4,West Phyllisport,OR,Iceland,,1,Low
66,Female,PhD,Married,66978,671,20590,Personal,Self-employed,4,Fair,0.172828802,159592,4,South Lisatown,RI,Cook Islands,1,0,Low
47,Non-binary,High School,Single,49553,720,11103,Auto,Unemployed,9,Excellent,0.292267959,214331,2,Hufffurt,MA,Uzbekistan,2,2,High
56,Female,High School,Widowed,50209,633,26556,Home,Self-employed,4,Poor,0.267822373,299788,2,Joelside,WY,Holy See (Vatican City State),,1,Low
26,Non-binary,Bachelor's,Married,58051,742,20180,Personal,Unemployed,5,Good,0.225142404,170046,2,Smithmouth,IL,Guernsey,3,1,Low
37,Male,Master's,Widowed,85206,617,18763,Home,Self-employed,2,Poor,0.140244082,77080,3,Scottburgh,MH,Aruba,3,2,Low
45,Male,High School,Widowed,108148,681,,Home,Self-employed,6,Excellent,0.183498546,,4,Amandaberg,IL,Bahamas,1,2,Low
53,Female,PhD,Single,68402,751,37811,Business,Employed,18,Good,0.540084028,,4,North Shannonbury,MS,Benin,,0,Low
25,Female,Bachelor's,Married,33189,602,,Personal,Unemployed,15,Good,0.368743444,23003,3,Port Kimberlymouth,FM,South Africa,2,0,Low
29,Non-binary,PhD,Divorced,61003,675,38875,Auto,Unemployed,19,Good,0.41639054,94609,3,Maldonadoborough,FM,Bhutan,1,0,Low
55,Non-binary,High School,Divorced,30431,,39597,Home,Self-employed,0,Good,0.406352417,194446,4,New Mark,VA,Guinea-Bissau,4,0,Low
56,Non-binary,High School,Single,22882,708,19068,Home,Employed,8,Fair,0.405214608,124941,2,Annaborough,KY,Guam,1,1,Low
56,Non-binary,Bachelor's,Single,45489,,12368,Auto,Unemployed,19,Poor,0.208214348,95362,0,Johnathanport,HI,Montserrat,4,1,Low
21,Male,PhD,Single,27965,625,,Home,Self-employed,10,Excellent,0.494460205,24933,4,Christineland,NY,Kyrgyz Republic,0,0,High
53,Female,Master's,Single,108940,768,47579,Auto,Employed,4,Good,0.34282108,,,Port Emilyview,WY,Saint Vincent and the Grenadines,4,1,Low
44,Male,High School,Divorced,49288,610,48269,Home,Self-employed,2,Poor,0.117138962,,1,Jenniferton,AS,Myanmar,4,0,High
33,Female,Bachelor's,Married,,701,,Home,Self-employed,6,Excellent,0.461500477,180864,3,Alexanderview,LA,Maldives,,0,Low
34,Female,High School,Divorced,52602,637,,Auto,Employed,6,Fair,0.478750432,231939,,Brownmouth,AS,China,1,1,Low
47,Male,PhD,Married,89180,676,25349,Auto,Unemployed,7,Excellent,0.493316842,46714,,New Matthew,CT,British Indian Ocean Territory (Chagos Archipelago),1,2,Low
30,Non-binary,Bachelor's,Single,62732,773,34210,Auto,Unemployed,6,Fair,0.228369525,257721,2,Craigburgh,AZ,Luxembourg,1,2,High
18,Non-binary,High School,Single,30528,622,5576,Business,Employed,17,Excellent,0.466036796,30533,0,Russellfort,RI,Central African Republic,1,0,Low
67,Female,Master's,Married,23756,,15556,Home,Unemployed,13,Good,0.557149449,201315,2,East Bonnieborough,OK,Djibouti,3,2,High
49,Female,Master's,Divorced,71341,794,49107,Business,Unemployed,12,Poor,0.175569163,41105,1,North Brett,NE,Central African Republic,0,1,Low
49,Female,Master's,Divorced,27045,611,47970,Auto,Employed,3,Poor,0.170588575,65751,2,North Kellyfort,PR,Iran,0,2,High
57,Female,High School,Widowed,,617,41064,Business,Employed,10,Fair,0.358176384,247174,2,Pattystad,NY,Comoros,,1,High
68,Male,Bachelor's,Married,,690,21605,Auto,Unemployed,4,Poor,0.266048463,39891,1,Hilltown,MI,Mauritius,,2,Low
54,Female,PhD,Married,21645,,6719,Home,Unemployed,9,Fair,0.487953974,256497,1,Stephensonburgh,LA,Israel,3,2,Low
24,Female,Bachelor's,Divorced,71869,636,,Auto,Self-employed,14,Fair,0.457669115,23877,,Stephanietown,CT,Madagascar,4,1,Low
24,Male,Master's,Married,21949,642,36062,Home,Self-employed,17,Poor,0.233166923,252969,4,South Kimberly,CT,Papua New Guinea,0,1,Low
61,Male,Master's,Single,56303,759,16433,Auto,Self-employed,11,Good,0.135523679,290905,2,Lake Casey,LA,Uganda,,2,Low
68,Male,High School,Divorced,,,10107,Home,Unemployed,6,Good,0.197857626,,,New Cristianton,IN,Samoa,1,1,High
49,Male,High School,Widowed,106653,779,,Business,Self-employed,11,Poor,0.448904836,121059,1,Jonesview,GU,Chad,2,2,High
35,Non-binary,High School,Divorced,112303,759,30699,Auto,Employed,11,Fair,0.119321556,141765,,Brendaview,MI,French Polynesia,4,2,Low
46,Non-binary,PhD,Married,48875,713,40866,Personal,Self-employed,4,Good,0.182277969,289942,0,Martinezfort,PR,Tokelau,1,0,High
41,Non-binary,Master's,Single,94681,,36045,Personal,Employed,19,Fair,0.245149881,91178,1,South Kellyside,IA,Montserrat,0,2,High
25,Non-binary,Master's,Single,24992,775,36711,Home,Unemployed,3,Good,0.294161586,264267,2,North Charlesland,FL,Bhutan,,0,Low
64,Male,Bachelor's,Divorced,114075,683,33459,Home,Self-employed,7,Excellent,0.223118607,266721,2,Lake Brandonbury,OH,Belarus,3,1,Low
18,Non-binary,PhD,Divorced,,661,31886,Home,Self-employed,5,Excellent,0.270725819,,4,South Megan,AS,Bosnia and Herzegovina,3,0,Low
66,Female,PhD,Widowed,23333,700,8691,Business,Self-employed,1,Poor,0.581937727,224931,4,Wardville,IN,Montenegro,0,2,Low
54,Male,Master's,Divorced,27851,704,,Business,Employed,0,Fair,0.270251436,187105,4,Jamesbury,PR,Niger,3,1,Low
51,Non-binary,Bachelor's,Widowed,101257,605,39027,Home,Employed,8,Good,0.103664061,139602,,Lake Sarahborough,AS,Sudan,0,0,Low
61,Non-binary,Master's,Single,75304,624,43429,Business,Unemployed,2,Good,0.36522977,154750,0,Christinamouth,UT,Bangladesh,1,2,Low
27,Non-binary,High School,Single,119341,669,38606,Auto,Self-employed,8,Poor,0.511823254,151850,,Sheliachester,AK,Mexico,1,0,Low
67,Non-binary,Master's,Widowed,58398,603,45069,Auto,Employed,14,Poor,0.102284585,114564,0,New Victoria,NV,British Indian Ocean Territory (Chagos Archipelago),0,2,Low
41,Non-binary,High School,Widowed,,612,13723,Home,Employed,6,Poor,0.158465708,113465,1,Valenzuelashire,CA,Bermuda,0,0,High
22,Male,High School,Widowed,26023,761,33300,Personal,Employed,14,Fair,0.581572422,32265,3,Robertbury,IL,Svalbard & Jan Mayen Islands,,0,Low
67,Male,High School,Widowed,107601,619,30586,Home,Self-employed,5,Excellent,0.262125695,,3,New Scottborough,MI,Sao Tome and Principe,1,1,Low
50,Male,Bachelor's,Divorced,58733,702,30150,Auto,Unemployed,18,Good,0.491573038,265600,1,Lake Paige,LA,Guyana,0,0,Low
29,Male,High School,Single,47453,717,20360,Business,Unemployed,6,Good,0.235224944,114799,2,Wesleyshire,NJ,Nicaragua,3,2,Low
68,Male,Master's,Married,87170,787,36077,Auto,Unemployed,14,Excellent,0.341603715,,2,West Carlosport,NY,Saint Pierre and Miquelon,,2,Low
22,Non-binary,PhD,Married,117284,727,13996,Business,Unemployed,1,Fair,0.222826076,190901,,Lake Sarah,ID,Timor-Leste,3,1,Low
41,Female,Master's,Divorced,44044,653,40301,Personal,Employed,6,Good,0.512761001,168077,1,East Martinmouth,VI,French Guiana,3,0,Low
55,Male,PhD,Widowed,103583,666,30985,Personal,Unemployed,10,Poor,0.29187931,238144,3,West Lauraville,PW,Qatar,,0,Low
49,Male,Bachelor's,Widowed,20982,779,47146,Home,Self-employed,15,Good,0.193327283,39994,3,Lake Anthony,CT,Eritrea,2,2,Low
67,Male,Bachelor's,Widowed,116853,637,13649,Business,Employed,1,Good,0.225401574,,,West Scottfurt,WV,Pakistan,3,0,Low
34,Male,PhD,Divorced,117812,699,12452,Auto,Employed,12,Excellent,0.266035522,291552,3,New Brendan,AZ,Switzerland,,0,Low
47,Female,Master's,Divorced,111269,,41745,Personal,Self-employed,15,Excellent,0.162752405,273628,2,Simpsonmouth,LA,Mali,2,0,Low
68,Male,Bachelor's,Divorced,49692,703,5298,Personal,Employed,12,Excellent,0.210479522,153524,3,Davisfort,VI,Mauritius,1,0,Low
36,Female,Master's,Widowed,92168,689,48560,Business,Unemployed,2,Good,0.15376169,,1,Burnsville,MI,Pakistan,2,0,High
23,Male,Bachelor's,Single,94490,,,Personal,Self-employed,13,Fair,0.158844996,202139,1,Morganville,MI,Netherlands,,1,Low
18,Male,High School,Widowed,82345,768,41843,Personal,Employed,3,Poor,0.533141701,186649,0,North James,MS,Bolivia,2,0,Low
69,Male,PhD,Widowed,47326,660,23582,Auto,Self-employed,14,Excellent,0.327195637,,1,North Sean,IL,Georgia,3,2,Low
38,Non-binary,High School,Married,,649,45073,Auto,Employed,3,Good,0.40257728,46076,4,Wolfechester,MT,United Arab Emirates,3,0,Low
55,Female,Master's,Widowed,22221,763,35560,Home,Unemployed,4,Poor,0.588067177,189128,,New Marilynburgh,NC,Egypt,,1,High
25,Non-binary,PhD,Widowed,118452,772,,Auto,Self-employed,16,Poor,0.170164721,125652,,East Anthonymouth,MH,Bhutan,4,1,Low
21,Male,Master's,Single,85994,675,30664,Auto,Employed,1,Excellent,0.327206894,,4,Port Cody,MP,Mexico,1,2,Low
35,Female,Master's,Married,113566,686,31362,Auto,Employed,10,Excellent,0.318388575,183782,4,North Amy,SC,Saint Barthelemy,2,1,Low
37,Female,Master's,Married,70138,705,,Auto,Unemployed,16,Excellent,0.588254657,146292,4,Linland,PW,Japan,0,0,Low
68,Female,PhD,Divorced,,699,11335,Home,Employed,7,Excellent,0.135353713,31448,2,Youngmouth,IL,Albania,3,0,Low
51,Non-binary,Master's,Married,114194,714,30189,Home,Self-employed,2,Poor,0.539648997,41544,,Lake Ethan,IA,Uzbekistan,2,2,Low
26,Male,Master's,Married,94491,,16498,Home,Employed,4,Good,0.346393686,130315,,Guzmanbury,KY,Germany,3,1,Low
64,Female,PhD,Widowed,,744,34669,Auto,Unemployed,10,Poor,0.384504258,104227,3,Wagnerfurt,NJ,Lithuania,2,0,Low
33,Non-binary,PhD,Divorced,48833,620,41792,Home,Employed,11,Fair,0.535761536,198309,0,Lake Brandon,MN,British Virgin Islands,,2,High
33,Female,PhD,Divorced,32129,647,34309,Business,Self-employed,11,Good,0.346677924,228991,0,Laurieborough,NH,Cyprus,3,0,High
31,Non-binary,Master's,Divorced,78596,,46660,Business,Unemployed,15,Poor,0.174517137,92731,2,Duaneburgh,WV,Gabon,0,0,Low
63,Female,Bachelor's,Married,111954,781,19425,Business,Self-employed,1,Good,0.275692986,24920,,Stokeshaven,OK,Saint Martin,0,1,Low
32,Non-binary,PhD,Single,44125,730,,Business,Unemployed,5,Good,0.510304774,146542,0,Shawmouth,IL,Cameroon,2,0,Low
35,Non-binary,Bachelor's,Divorced,66458,625,22681,Personal,Self-employed,5,Poor,0.477886606,217260,4,East James,CA,Seychelles,2,0,Low
36,Non-binary,Master's,Divorced,106623,686,12496,Home,Unemployed,18,Good,0.212763326,186297,1,New Kerri,ME,Burundi,0,2,Low
37,Non-binary,High School,Single,81134,615,42395,Business,Unemployed,17,Good,0.47212479,,1,South Stephen,MN,Russian Federation,,2,Low
30,Female,Bachelor's,Married,,701,,Personal,Employed,4,Poor,0.33142542,44999,3,Port Isaacview,TN,Central African Republic,4,2,High
39,Non-binary,High School,Divorced,21607,696,39459,Personal,Unemployed,11,Good,0.32602272,57160,1,Katherineshire,CA,Kazakhstan,3,1,Low
44,Female,Bachelor's,Married,117904,744,32254,Auto,Unemployed,11,Fair,0.567444477,55653,4,Heatherborough,MA,Lesotho,2,1,Low
20,Male,High School,Married,40662,717,19263,Home,Employed,7,Good,0.449971457,187205,1,Pamelaton,AR,Fiji,3,0,Low
48,Female,PhD,Married,97513,672,33222,Auto,Unemployed,2,Fair,0.570696175,179358,3,New Ryanside,AL,Bolivia,2,1,Low
20,Male,PhD,Widowed,,780,,Personal,Unemployed,17,Good,0.378250968,270916,3,West Kristy,WY,Bosnia and Herzegovina,3,1,High
42,Male,PhD,Married,,,,Business,Employed,19,Excellent,0.371528114,116236,0,New Olivia,DC,Macao,2,1,Low
